187,0,0,0,0,0,0,14,14,-1056.54
187,1,0,0,0,0,0,9,9,-689.914
187,2,0,0,0,0,0,12,12,-873.227
187,3,0,0,0,0,0,15,15,-1239.86
187,4,0,0,0,0,0,15,15,-1423.17
187,5,0,0,0,0,0,12,12,-1239.86
187,6,0,0,0,0,0,9,9,-873.231
187,7,0,0,0,0,0,5,5,-323.284
187,8,0,0,0,0,0,8,8,-689.91
187,9,0,0,0,0,0,13,13,-1423.17
187,10,0,0,0,0,0,13,13,-1789.8
187,11,0,0,0,0,0,8,8,-1423.18
187,12,0,0,0,0,0,5,5,-689.918
187,13,0,0,0,0,0,7,7,-506.597
187,14,0,0,0,0,0,12,12,-1056.54
187,15,0,0,0,0,0,15,15,-1606.49
187,16,0,0,0,0,0,11,11,-1606.49
187,17,0,0,0,0,0,7,7,-1056.55
187,18,0,0,0,0,0,5,5,-506.601
187,19,0,0,0,0,0,2,2,43.346
187,20,0,0,0,0,0,4,4,-506.593
187,21,0,0,0,0,0,8,8,-1606.48
187,22,0,0,0,0,0,8,8,-2156.43
187,23,0,0,0,0,0,4,4,-1606.49
187,24,0,0,0,0,0,2,2,-506.605
187,25,0,0,0,0,0,3,3,-139.967
187,26,0,0,0,0,0,7,7,-873.223
187,27,0,0,0,0,0,11,11,-1789.8
187,28,0,0,0,0,0,8,8,-1973.12
187,29,0,0,0,0,0,4,4,-1239.86
187,30,0,0,0,0,0,2,2,-323.288
187,31,0,0,0,0,0,2,2,-139.971
187,32,0,0,0,0,0,4,4,-323.28
187,33,0,0,0,0,0,8,8,-1239.85
187,34,0,0,0,0,0,11,11,-1973.12
187,35,0,0,0,0,0,6,6,-1789.81
187,36,0,0,0,0,0,3,3,-873.235
187,37,0,0,0,0,0,0,0,409.976
187,38,0,0,0,0,0,1,1,-323.277
187,39,0,0,0,0,0,4,4,-1789.8
187,40,0,0,0,0,0,4,4,-2523.06
187,41,0,0,0,0,0,1,1,-1789.81
187,42,0,0,0,0,0,0,0,-323.291
187,43,0,0,0,0,0,1,1,226.663
187,44,0,0,0,0,0,3,3,-689.907
187,45,0,0,0,0,0,6,6,-1973.11
187,46,0,0,0,0,0,4,4,-2339.75
187,47,0,0,0,0,0,1,1,-1423.18
187,48,0,0,0,0,0,0,0,-139.975
187,49,0,0,0,0,0,0,0,226.659
187,50,0,0,0,0,0,1,1,-139.963
187,51,0,0,0,0,0,5,5,-1423.17
187,52,0,0,0,0,0,6,6,-2339.75
187,53,0,0,0,0,0,2,2,-1973.12
187,54,0,0,0,0,0,1,1,-689.921
187,55,0,0,0,0,0,1,1,43.3497
187,56,0,0,0,0,0,4,4,-1056.54
187,57,0,0,0,0,0,7,7,-2156.43
187,58,0,0,0,0,0,4,4,-2156.44
187,59,0,0,0,0,0,1,1,-1056.55
187,60,0,0,0,0,0,1,1,43.3423
187,61,0,0,0,0,0,0,0,776.606
187,62,0,0,0,0,0,0,0,-139.96
187,63,0,0,0,0,0,1,1,-1973.11
187,64,0,0,0,0,0,1,1,-2889.69
187,65,0,0,0,0,0,0,0,-1973.13
187,66,0,0,0,0,0,0,0,-139.978
187,67,0,0,0,0,0,0,0,593.293
187,68,0,0,0,0,0,1,1,-506.59
187,69,0,0,0,0,0,2,2,-2156.43
187,70,0,0,0,0,0,2,2,-2706.38
187,71,0,0,0,0,0,0,0,-1606.5
187,72,0,0,0,0,0,0,0,43.3385
187,73,0,0,0,0,0,0,0,593.289
187,74,0,0,0,0,0,0,0,43.3534
187,75,0,0,0,0,0,2,2,-1606.48
187,76,0,0,0,0,0,2,2,-2706.38
187,77,0,0,0,0,0,1,1,-2156.44
187,78,0,0,0,0,0,0,0,-506.608
187,79,0,0,0,0,0,0,0,226.667
187,80,0,0,0,0,0,2,2,-1239.85
187,81,0,0,0,0,0,3,3,-2523.06
187,82,0,0,0,0,0,1,1,-2339.75
187,83,0,0,0,0,0,0,0,-873.238
187,84,0,0,0,0,0,0,0,409.972
187,85,0,0,0,0,0,0,0,226.655
187,86,0,0,0,0,0,0,0,409.98
187,87,0,0,0,0,0,1,1,-873.22
187,88,0,0,0,0,0,3,3,-2339.74
187,89,0,0,0,0,0,2,2,-2523.07
187,90,0,0,0,0,0,0,0,-1239.87
187,91,0,0,0,0,0,0,0,593.297
187,92,0,0,0,0,0,0,0,-1056.53
187,93,0,0,0,0,0,1,1,-2706.37
187,94,0,0,0,0,0,0,0,-2706.38
187,95,0,0,0,0,0,0,0,-1056.56
187,96,0,0,0,0,0,0,0,593.285
187,97,0,0,0,0,0,0,0,776.61
187,98,0,0,0,0,0,0,0,-689.903
187,99,0,0,0,0,0,1,1,-2523.06
187,100,0,0,0,0,0,0,0,-2889.7
187,101,0,0,0,0,0,0,0,-1423.19
187,102,0,0,0,0,0,0,0,409.969
187,103,0,0,0,0,0,0,0,776.602
187,104,0,0,0,0,0,0,0,409.983
187,105,0,0,0,0,0,0,0,-1423.16
187,106,0,0,0,0,0,1,1,-2889.69
187,107,0,0,0,0,0,0,0,-2523.07
187,108,0,0,0,0,0,0,0,-689.925
87,0,0,0,0,0,0,111,111,142.468
87,1,0,0,0,0,0,88,88,509.098
87,2,0,0,0,0,0,108,108,325.784
87,3,0,0,0,0,0,118,118,-40.846
87,4,0,0,0,0,0,106,106,-224.162
87,5,0,0,0,0,0,86,86,-40.8478
87,6,0,0,0,0,0,79,79,325.782
87,7,0,0,0,0,0,54,54,875.728
87,8,0,0,0,0,0,80,80,509.1
87,9,0,0,0,0,0,96,96,-224.16
87,10,0,0,0,0,0,77,77,-590.792
87,11,0,0,0,0,0,51,51,-224.164
87,12,0,0,0,0,0,43,43,509.096
87,13,0,0,0,0,0,75,75,692.414
87,14,0,0,0,0,0,100,100,142.47
87,15,0,0,0,0,0,98,98,-407.476
87,16,0,0,0,0,0,72,72,-407.478
87,17,0,0,0,0,0,54,54,142.466
87,18,0,0,0,0,0,55,55,692.412
87,19,0,0,0,0,0,24,24,1242.36
87,20,0,0,0,0,0,45,45,692.416
87,21,0,0,0,0,0,59,59,-407.474
87,22,0,0,0,0,0,43,43,-957.422
87,23,0,0,0,0,0,23,23,-407.48
87,24,0,0,0,0,0,17,17,692.41
87,25,0,0,0,0,0,40,40,1059.04
87,26,0,0,0,0,0,65,65,325.786
87,27,0,0,0,0,0,70,70,-590.79
87,28,0,0,0,0,0,46,46,-774.108
87,29,0,0,0,0,0,28,28,-40.8495
87,30,0,0,0,0,0,26,26,875.726
87,31,0,0,0,0,0,29,29,1059.04
87,32,0,0,0,0,0,49,49,875.73
87,33,0,0,0,0,0,71,71,-40.8443
87,34,0,0,0,0,0,62,62,-774.106
87,35,0,0,0,0,0,37,37,-590.794
87,36,0,0,0,0,0,25,25,325.78
87,37,0,0,0,0,0,36,36,1608.99
87,38,0,0,0,0,0,19,19,875.732
87,39,0,0,0,0,0,28,28,-590.788
87,40,0,0,0,0,0,18,18,-1324.05
87,41,0,0,0,0,0,8,8,-590.795
87,42,0,0,0,0,0,5,5,875.725
87,43,0,0,0,0,0,23,23,1425.67
87,44,0,0,0,0,0,32,32,509.102
87,45,0,0,0,0,0,38,38,-774.104
87,46,0,0,0,0,0,22,22,-1140.74
87,47,0,0,0,0,0,11,11,-224.165
87,48,0,0,0,0,0,9,9,1059.04
87,49,0,0,0,0,0,17,17,1425.67
87,50,0,0,0,0,0,24,24,1059.05
87,51,0,0,0,0,0,38,38,-224.158
87,52,0,0,0,0,0,30,30,-1140.74
87,53,0,0,0,0,0,15,15,-774.11
87,54,0,0,0,0,0,9,9,509.095
87,55,0,0,0,0,0,22,22,1242.36
87,56,0,0,0,0,0,40,40,142.472
87,57,0,0,0,0,0,39,39,-957.42
87,58,0,0,0,0,0,21,21,-957.424
87,59,0,0,0,0,0,11,11,142.465
87,60,0,0,0,0,0,12,12,1242.36
87,61,0,0,0,0,0,179,179,1975.62
87,62,0,0,0,0,0,6,6,1059.05
87,63,0,0,0,0,0,10,10,-774.103
87,64,0,0,0,0,0,5,5,-1690.68
87,65,0,0,0,0,0,2,2,-774.111
87,66,0,0,0,0,0,1,1,1059.04
87,67,0,0,0,0,0,481,481,1792.3
87,68,0,0,0,0,0,12,12,692.417
87,69,0,0,0,0,0,15,15,-957.418
87,70,0,0,0,0,0,8,8,-1507.37
87,71,0,0,0,0,0,3,3,-407.481
87,72,0,0,0,0,0,2,2,1242.35
87,73,0,0,0,0,0,354,354,1792.3
87,74,0,0,0,0,0,9,9,1242.36
87,75,0,0,0,0,0,16,16,-407.473
87,76,0,0,0,0,0,11,11,-1507.37
87,77,0,0,0,0,0,4,4,-957.425
87,78,0,0,0,0,0,2,2,692.409
87,79,0,0,0,0,0,14,14,1425.68
87,80,0,0,0,0,0,19,19,-40.8426
87,81,0,0,0,0,0,16,16,-1324.05
87,82,0,0,0,0,0,7,7,-1140.74
87,83,0,0,0,0,0,3,3,325.779
87,84,0,0,0,0,0,17,17,1608.99
87,85,0,0,0,0,0,5,5,1425.67
87,86,0,0,0,0,0,33,33,1608.99
87,87,0,0,0,0,0,17,17,325.787
87,88,0,0,0,0,0,18,18,-1140.73
87,89,0,0,0,0,0,8,8,-1324.05
87,90,0,0,0,0,0,4,4,-40.8512
87,91,0,0,0,0,0,291,291,1792.31
87,92,0,0,0,0,0,7,7,142.473
87,93,0,0,0,0,0,6,6,-1507.36
87,94,0,0,0,0,0,2,2,-1507.37
87,95,0,0,0,0,0,1,1,142.463
87,96,0,0,0,0,0,116,116,1792.3
87,97,0,0,0,0,0,163,163,1975.62
87,98,0,0,0,0,0,5,5,509.103
87,99,0,0,0,0,0,6,6,-1324.05
87,100,0,0,0,0,0,2,2,-1690.68
87,101,0,0,0,0,0,1,1,-224.167
87,102,0,0,0,0,0,3,3,1608.98
87,103,0,0,0,0,0,88,88,1975.62
87,104,0,0,0,0,0,13,13,1608.99
87,105,0,0,0,0,0,6,6,-224.157
87,106,0,0,0,0,0,5,5,-1690.68
87,107,0,0,0,0,0,1,1,-1324.06
87,108,0,0,0,0,0,0,0,509.093
